,Summary,Custom field (Story Points),Assignee_count,Reporter_count,Creator_count
63,Code refactoring 2: the save method of sql source file & jrxml tempate - Do it only on trunk (5.2),13.0,0.06976744186046512,1.0,0.27586206896551724
64,for mssql all the catalogs get the same schemas when  doesn't set the database filter,13.0,1.0,0.0,0.06896551724137931
65,TableSelectionDialog can not dependency DQRepositoryNode.,5.0,1.0,1.0,0.13793103448275862
66,the result page should better change the catalog name to certain UDI name,1.0,1.0,1.0,0.06896551724137931
67,so many warning show in error log when reload the connection setting,3.0,1.0,0.05405405405405406,0.0
68,"for mdm analysis in java engine can not get the row count, null count  successfully for record which contains null value.",13.0,1.0,1.0,0.06896551724137931
69,Allow scroll down and copy/paste of the error in tmatchgroup,1.0,1.0,1.0,0.0
70,Remove two columns in frequency tables,8.0,1.0,1.0,1.0
71,handle org.talend.dqdemos,3.0,1.0,0.2972972972972973,1.0
72,Create a project to check the integrity of the DQ datamart,20.0,0.4186046511627907,0.2972972972972973,1.0
